PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Alves, AD; Amaro, VE; Vital, H				Alves, Adriano de Lima; Amaro, Venerando Eustaquio; Vital, Helenice			Multitemporal analysis of multispectral Landsat 5 - Thematic Mapper images for monitoring and evaluation of coastal morphodynamic on the northeastern coast of Brazil	JOURNAL OF COASTAL RESEARCH																													0749-0208					SPR	2003					35		279	283										WOS:000202961200030						
J	Souza, PWM; Tozzi, HAD; El-Robrini, M				Martins E Souza Filho, Pedro Walfir; de Morais Tozzi, Heitor Augusto; El-Robrini, Maamar			Geomorphology, land-use and environmental hazards in Ajuruteua macrotidal sandy beach, northern Brazil	JOURNAL OF COASTAL RESEARCH																Souza-Filho, Pedro Walfir/J-4958-2012	Souza-Filho, Pedro Walfir/0000-0003-0252-808X												0749-0208					SPR	2003					35		580	589										WOS:000202961200068						
J	Nezlin, NP; Li, BL				Nezlin, NP; Li, BL			Time-series analysis of remote-sensed chlorophyll and environmental factors in the Santa Monica-San Pedro Basin off Southern California	JOURNAL OF MARINE SYSTEMS																													0924-7963					MAR	2003	39	3-4					185	202		10.1016/S0924-7963(03)00030-7								WOS:000182949500004						
J	Murray, MR; Zisman, SA; Furley, PA; Munro, DM; Gibson, J; Ratter, J; Bridgewater, S; Minty, CD; Place, CJ				Murray, MR; Zisman, SA; Furley, PA; Munro, DM; Gibson, J; Ratter, J; Bridgewater, S; Minty, CD; Place, CJ			The mangroves of Belize Part 1. distribution, composition and classification	FOREST ECOLOGY AND MANAGEMENT																	Murray, Malcolm/0000-0001-6596-8096												0378-1127					FEB 17	2003	174	1-3					265	279	PII S0378-1127(02)00036-1	10.1016/S0378-1127(02)00036-1								WOS:000181137200021						
J	Freitas, R; Rodrigues, AM; Quintino, V				Freitas, R; Rodrigues, AM; Quintino, V			Benthic biotopes remote sensing using acoustics	JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY					International Scientific Meeting on Benthic Dynamics: In Situ Surveillance of the Sediment-Water Interface	MAR 25-29, 2002	UNIV ABERDEEN, ABERDEEN, SCOTLAND		UNIV ABERDEEN							Quintino, Victor/E-7436-2010; Freitas, Rosa/A-7539-2012	Quintino, Victor/0000-0001-6298-4285; Rodrigues, Ana Maria/0000-0003-4506-5783; Freitas, Rosa/0000-0003-4900-3897												0022-0981					FEB 12	2003	285						339	353	PII S0022-0981(02)00536-1	10.1016/S0022-0981(02)00536-1								WOS:000181026600021						
J	Hara, T; Hanson, KA; Bock, EJ; Uz, BM				Hara, T; Hanson, KA; Bock, EJ; Uz, BM			Observation of hydrodynamic modulation of gravity-capillary waves by dominant gravity waves	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Hara, Tetsu/G-9779-2011													0148-0227					FEB 12	2003	108	C2							3028	10.1029/2001JC001100								WOS:000181938900001						
J	Bourassa, MA; Legler, DM; O'Brien, JJ; Smith, SR				Bourassa, MA; Legler, DM; O'Brien, JJ; Smith, SR			SeaWinds validation with research vessels	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																	Bourassa, Mark/0000-0003-3345-9531												0148-0227					FEB 6	2003	108	C2							3019	10.1029/2001JC001028								WOS:000181892700001						
J	Darecki, M; Weeks, A; Sagan, S; Kowalczuk, P; Kaczmarek, S				Darecki, M; Weeks, A; Sagan, S; Kowalczuk, P; Kaczmarek, S			Optical characteristics of two contrasting Case 2 waters and their influence on remote sensing algorithms	CONTINENTAL SHELF RESEARCH																Darecki, Miroslaw/B-2109-2015	Kowalczuk, Piotr/0000-0001-6016-0610												0278-4343					FEB-MAR	2003	23	3-4					237	250		10.1016/S0278-4343(02)00222-4								WOS:000181384500002						
J	Platnick, S; King, MD; Ackerman, SA; Menzel, WP; Baum, BA; Riedi, JC; Frey, RA				Platnick, S; King, MD; Ackerman, SA; Menzel, WP; Baum, BA; Riedi, JC; Frey, RA			The MODIS cloud products: Algorithms and examples from Terra	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																Baum, Bryan/B-7670-2011; King, Michael/C-7153-2011; Platnick, Steven/J-9982-2014; Ackerman, Steven/G-1640-2011; Menzel, W. Paul/B-8306-2011	Baum, Bryan/0000-0002-7193-2767; King, Michael/0000-0003-2645-7298; Platnick, Steven/0000-0003-3964-3567; Ackerman, Steven/0000-0002-4476-0269; Menzel, W. Paul/0000-0001-5690-1201												0196-2892					FEB	2003	41	2					459	473		10.1109/TGRS.2002.808301								WOS:000182494600027						
J	Smirnov, AV; Fuks, IM; Naugolnykh, KA				Smirnov, AV; Fuks, IM; Naugolnykh, KA			Crosswind ocean radar backscatter and two-scale scattering model at low grazing angles	RADIO SCIENCE																													0048-6604					JAN 30	2003	38	2							8037	10.1029/2002RS002672								WOS:000182909800001						
J	Flamant, C; Pelon, J; Eymard, L; Tournadre, J				Flamant, C; Pelon, J; Eymard, L; Tournadre, J			SSM/I integrated water vapor content measurements in coastal regions: A comparison with shipborne and airborne remote sensing measurements, radiosonde measurements, and NWP model retrievals	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																tournadre, jean/F-8402-2010	tournadre, jean/0000-0003-1159-4388												2169-9275	2169-9291				JAN 11	2003	108	C3							8056	10.1029/2001JC001068								WOS:000181568200001						
J	Moore, KG; Clarke, AD; Kapustin, VN; Howell, SG				Moore, KG; Clarke, AD; Kapustin, VN; Howell, SG			Long-range transport of continental plumes over the Pacific Basin: Aerosol physiochemistry and optical properties during PEM-Tropics A and B	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X					JAN 3	2003	108	D2							8236	10.1029/2001JD001451								WOS:000181499400001						
J	Johnson, LF; Roczen, DE; Youkhana, SK; Nemani, RR; Bosch, DF				Johnson, LF; Roczen, DE; Youkhana, SK; Nemani, RR; Bosch, DF			Mapping vineyard leaf area with multispectral satellite imagery	COMPUTERS AND ELECTRONICS IN AGRICULTURE																													0168-1699					JAN	2003	38	1					33	44	PII S0168-1699(02)00106-0	10.1016/S0168-1699(02)00106-0								WOS:000180654500003						
J	Goksel, C; Seker, DZ; Kabdasli, S				Goksel, C; Seker, DZ; Kabdasli, S			Prediction of lagoons' natural conditions using satellite data and GIS	JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING					International Conference on Environmental Problems of the Mediterranean Region	APR 12-15, 2002	LEFKOSA, CYPRUS																						1093-4529						2003	38	8					1669	1679		10.1081/ESE-120021488								WOS:000184522700023	12929816					
J	Cooley, PM; Barber, DG				Cooley, PM; Barber, DG			Remote sensing of the coastal zone of tropical lakes using synthetic aperture radar and optical data	JOURNAL OF GREAT LAKES RESEARCH																													0380-1330						2003	29			2			62	75		10.1016/S0380-1330(03)70539-5								WOS:000221126800006						
J	Hinkler, J; Orbaek, JB; Hansen, BU				Hinkler, J; Orbaek, JB; Hansen, BU			Detection of spatial, temporal, and spectral surface changes in the Ny-Alesund area 79 degrees N, Svalbard, using a low cost multispectral camera in combination with spectroradiometer measurements	PHYSICS AND CHEMISTRY OF THE EARTH					6th International Scientific Seminar on Changing Physical Environment	OCT 08-10, 2002	TROMSO, NORWAY									Hansen, Birger/E-5192-2015	Hansen, Birger/0000-0002-5440-6925												1474-7065						2003	28	28-32					1229	1239		10.1016/j.pce.2003.08.059								WOS:000186764900008						
J	Winther, JG; Bruland, O; Sand, K; Gerland, S; Marechal, D; Ivanov, B; Glowacki, P; Konig, M				Winther, JG; Bruland, O; Sand, K; Gerland, S; Marechal, D; Ivanov, B; Glowacki, P; Konig, M			Snow research in Svalbard - an overview	POLAR RESEARCH																													0800-0395						2003	22	2					125	144		10.1111/j.1751-8369.2003.tb00103.x								WOS:000187618900002						
J	Agenbag, JJ; Richardson, AJ; Demarcq, H; Freon, P; Weeks, S; Shillington, FA				Agenbag, JJ; Richardson, AJ; Demarcq, H; Freon, P; Weeks, S; Shillington, FA			Estimating environmental preferences of South African pelagic fish species using catch size- and remote sensing data	PROGRESS IN OCEANOGRAPHY																FREON, Pierre/F-9740-2010; Weeks, Scarla/E-8632-2013; Richardson, Anthony/B-3649-2010	Weeks, Scarla/0000-0002-0579-7069; Demarcq, Herve/0000-0003-1995-1183												0079-6611						2003	59	2-3					275	300		10.1016/j.pocean.2003.07.004								WOS:000220286500006						
J	Pan, JY; Yan, XH; Zheng, QN; Liu, WT; Klemas, VV				Pan, JY; Yan, XH; Zheng, QN; Liu, WT; Klemas, VV			Interpretation of scatterometer ocean surface wind vector EOFs over the Northwestern Pacific	REMOTE SENSING OF ENVIRONMENT																Zheng, Quanan/F-9025-2010													0034-4257					JAN	2003	84	1					53	68	PII S0034-4257(02)00073-1	10.1016/S0034-4257(02)00073-1								WOS:000179518300005						
J	Seker, DZ; Goksel, C; Kabdasli, S; Musaoglu, N; Kaya, S				Seker, DZ; Goksel, C; Kabdasli, S; Musaoglu, N; Kaya, S			Investigation of coastal morphological changes due to river basin characteristics by means of remote sensing and GIS techniques	WATER SCIENCE AND TECHNOLOGY					9th International Specialized Conference on Watershed and River Basin Management	SEP 11-13, 2002	EDINBURGH, SCOTLAND																						0273-1223						2003	48	10					135	142										WOS:000188262600019	15137163					
J	Harvey, KR; Hill, GJE				Harvey, KR; Hill, GJE			Mapping the nesting habitats of saltwater crocodiles (Crocodylus porosus) in Melacca Swamp and the Adelaide River wetlands, Northern Territory: an approach using remote sensing and GIS	WILDLIFE RESEARCH																													1035-3712						2003	30	4					365	375		10.1071/WR00008								WOS:000185267400007						
J	Carr, ME; Strub, PT; Thomas, AC; Blanco, JL				Carr, ME; Strub, PT; Thomas, AC; Blanco, JL			Evolution of 1996-1999 La Nina and El Nino conditions off the western coast of South America: A remote sensing perspective	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					DEC 31	2002	107	C12							3236	10.1029/2001JC001183								WOS:000181233700005						
J	Bingham, FM; Howden, SD; Koblinsky, CJ				Bingham, FM; Howden, SD; Koblinsky, CJ			Sea surface salinity measurements in the historical database	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																	Bingham, Frederick/0000-0001-9848-7141												0148-0227					DEC 18	2002	107	C12							8019	10.1029/2000jc000767								WOS:000181231600002						
J	Chang, LP; Zhang, SW				Chang Li-ping; Zhang Shu-wen			ANALYSIS OF THE EXPANSION OF THE BUILT-UP AREA OF DALIAN CITY	CHINESE GEOGRAPHICAL SCIENCE																Zhang, zuobang/C-9480-2011													1002-0063					DEC	2002	12	4					373	377		10.1007/s11769-002-0045-5								WOS:000206553300015						
J	da Silva, JF; Duck, RW; Hopkins, TS; Anderson, JM				da Silva, JF; Duck, RW; Hopkins, TS; Anderson, JM			Nearshore circulation revealed by wastewater discharge from a submarine outfall, Aveiro Coast, Portugal	HYDROLOGY AND EARTH SYSTEM SCIENCES					27th General Meeting of the European-Geophysical-Society	APR, 2002	NICE, FRANCE	European Geophys Soc								Duck, Robert/E-5801-2012	Duck, Robert/0000-0002-8096-4699; Figueiredo da Silva, Jose/0000-0002-0316-0398												1027-5606					DEC	2002	6	6					983	988										WOS:000181132200004						
J	Hakvoort, H; de Haan, J; Jordans, R; Vos, R; Peters, S; Rijkeboer, M				Hakvoort, H; de Haan, J; Jordans, R; Vos, R; Peters, S; Rijkeboer, M			Towards airborne remote sensing of water quality in The Netherlands - validation and error analysis	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																Peters, Steef/A-7433-2011													0924-2716					DEC	2002	57	3					171	183	PII S0924-2716(02)00120-X	10.1016/S0924-2716(02)00120-X								WOS:000179664200002						
J	Brock, JC; Wright, CW; Sallenger, AH; Krabill, WB; Swift, RN				Brock, JC; Wright, CW; Sallenger, AH; Krabill, WB; Swift, RN			Basis and methods of NASA airborne topographic mapper lidar surveys for coastal studies	JOURNAL OF COASTAL RESEARCH																													0749-0208					WIN	2002	18	1					1	13										WOS:000174006900001						
J	Das, I; Mohan, M; Krishnamoorthy, K				Das, I; Mohan, M; Krishnamoorthy, K			Detection of marine aerosols with IRS P4-Ocean Colour Monitor	PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-EARTH AND PLANETARY SCIENCES																	Moorthy, K. Krishna/0000-0002-7234-3868												0253-4126					DEC	2002	111	4					425	435										WOS:000179919600005						
J	Ryu, JH; Won, JS; Min, KD				Ryu, JH; Won, JS; Min, KD			Waterline extraction from Landsat TM data in a tidal flat - A case study in Gomso Bay, Korea	REMOTE SENSING OF ENVIRONMENT																	WON, JOONG-SUN/0000-0001-9255-9407												0034-4257					DEC	2002	83	3					442	456	PII S0034-4257(02)00059-7	10.1016/S0034-4257(02)00059-7								WOS:000179326000007						
J	Keith, DJ; Yoder, JA; Freeman, SA				Keith, DJ; Yoder, JA; Freeman, SA			Spatial and temporal distribution of coloured dissolved organic matter (CDOM) in Narragansett Bay, Rhode Island: Implications for phytoplankton in coastal waters	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					NOV	2002	55	5					705	717		10.1006/ecss.2001.0922								WOS:000179546900003						
J	Khawlie, M; Awad, M; Shaban, A; Kheir, RB; Abdallah, C				Khawlie, M; Awad, M; Shaban, A; Kheir, RB; Abdallah, C			Remote sensing for environmental protection of the eastern Mediterranean rugged mountainous areas, Lebanon	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																	Abdallah, Chadi/0000-0002-4800-2270												0924-2716					NOV	2002	57	1-2					13	23	PII S0924-2716(02)00115-6	10.1016/S0924-2716(02)00115-6								WOS:000179601300003						
J	Bowers, DG; Gaffney, S; White, M; Bowyer, P				Bowers, DG; Gaffney, S; White, M; Bowyer, P			Turbidity in the southern Irish Sea	CONTINENTAL SHELF RESEARCH																	white, martin/0000-0003-3271-1221												0278-4343					OCT	2002	22	15					2115	2126	PII S0278-4343(02)00066-3	10.1016/S0278-4343(02)00066-3                                                   								WOS:000178946800003						
J	Hojerslev, NK; Aarup, T				Hojerslev, NK; Aarup, T			Optical measurements on the Louisiana Shelf off the Mississippi River	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714					OCT	2002	55	4					599	611		10.1006/ecss.2001.0930								WOS:000179198500008						
J	Herut, B; Kress, N; Tibor, G				Herut, B; Kress, N; Tibor, G			The use of hyper-spectral remote sensing in compliance monitoring of water quality (phytoplankton and suspended particles) at 'hot spot' areas (Mediterranean coast of Israel)	FRESENIUS ENVIRONMENTAL BULLETIN					11th International Symposium on Environmental Pollution and Its Impact on Life in the Mediterranean Region	OCT 06-10, 2001	LIMASSOL, CYPRUS																						1018-4619	1610-2304				OCT	2002	11	10A			SI		782	787										WOS:000180159600011						
J	White, WA; Warne, AG; Guevara, EH; Aslan, A; Tremblay, TA; Raney, JA				White, WA; Warne, AG; Guevara, EH; Aslan, A; Tremblay, TA; Raney, JA			Geo-environments of the northwest Orinoco Delta, Venezuela	INTERCIENCIA																													0378-1844					OCT	2002	27	10					521	+										WOS:000178717400003						
J	Cereceda, P; Osses, P; Larrain, H; Farias, M; Lagos, M; Pinto, R; Schemenauer, RS				Cereceda, P; Osses, P; Larrain, H; Farias, M; Lagos, M; Pinto, R; Schemenauer, RS			Advective, orographic and radiation fog in the Tarapaca region, Chile	ATMOSPHERIC RESEARCH					2nd International Conference on Fog and Fog Collection	JUL 15-20, 2001	ST JOHNS, CANADA																						0169-8095					SEP-OCT	2002	64	1-4					261	271	PII S0169-8095(02)00097-2	10.1016/S0169-8095(02)00097-2								WOS:000178323100024						
J	Kabbara, N; Yan, XH; Klemas, VV; Pan, J				Kabbara, N; Yan, XH; Klemas, VV; Pan, J			Temporal and spatial variability of the surface temperature anomaly in the Levantine Basin of the Eastern Mediterranean	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					SEP	2002	23	18					3745	3761		10.1080/01431160110070663								WOS:000177859700015						
J	Lefevre, F; Yard, FH; Le Provost, C; Schrama, EJO				Lefevre, F; Yard, FH; Le Provost, C; Schrama, EJO			FES99: A global tide finite element solution assimilating tide gauge and altimetric information	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					SEP	2002	19	9					1345	1356		10.1175/1520-0426(2002)019<1345:FAGTFE>2.0.CO;2								WOS:000177715000009						
J	Kunte, PD; Wagle, BG; Sugimori, Y				Kunte, PD; Wagle, BG; Sugimori, Y			A review and re-assessment of sediment transport along The Goa Coast, India	JOURNAL OF COASTAL RESEARCH																													0749-0208					FAL	2002	18	4					612	621										WOS:000179414700003						
J	Richter-Menge, JA; McNutt, SL; Overland, JE; Kwok, R				Richter-Menge, JA; McNutt, SL; Overland, JE; Kwok, R			Relating arctic pack ice stress and deformation under winter conditions	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Kwok, Ron/A-9762-2008	Kwok, Ron/0000-0003-4051-5896												0148-0227					SEP-OCT	2002	107	C10							8040	10.1029/2000JC000477								WOS:000180568000007						
J	Vialard, JM; Delecluse, P; Menkes, C				Vialard, JM; Delecluse, P; Menkes, C			A modeling study of salinity variability and its effects in the tropical Pacific Ocean during the 1993-1999 period	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Vialard, Jerome/C-2809-2008; menkes, christophe/H-9085-2016	Vialard, Jerome/0000-0001-6876-3766; menkes, christophe/0000-0002-1457-9696												2169-9275	2169-9291				SEP-NOV	2002	107	C12							8005	10.1029/2000JC000758								WOS:000180574100005						
J	Almeida-Guerra, P				Almeida-Guerra, P			Use of SPOT images as a tool for coastal zone management and monitoring of environmental impacts in the coastal zone	OPTICAL ENGINEERING																													0091-3286					SEP	2002	41	9					2144	2151		10.1117/1.1496786								WOS:000178195300014						
